"No.","Time","Source","Destination","Protocol","Length","Info"
"6241","3895.956191","23.227.198.203","10.0.19.14","TCP","60","757  >  62276 [ACK] Seq=1 Ack=1769 Win=64128 Len=0"
"6242","3895.956403","23.227.198.203","10.0.19.14","TLSv1.2","148","Server Hello"
"6243","3895.956627","23.227.198.203","10.0.19.14","TCP","1415","757  >  62276 [ACK] Seq=95 Ack=1769 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6244","3895.956627","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [ACK] Seq=1769 Ack=95 Win=261888 Len=0"
"6245","3895.956627","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [ACK] Seq=1769 Ack=1456 Win=262144 Len=0"
"6246","3896.077464","23.227.198.203","10.0.19.14","TLSv1.2","325","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6247","3896.077551","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [ACK] Seq=1769 Ack=1727 Win=261632 Len=0"
"6248","3896.078122","10.0.19.14","23.227.198.203","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6249","3896.079689","10.0.19.14","23.227.198.203","TLSv1.2","621","Application Data"
"6250","3896.214095","23.227.198.203","10.0.19.14","TCP","60","757  >  62276 [ACK] Seq=1727 Ack=1820 Win=64128 Len=0"
"6251","3896.214174","23.227.198.203","10.0.19.14","TCP","60","757  >  62276 [ACK] Seq=1727 Ack=2387 Win=64128 Len=0"
"6252","3896.217778","23.227.198.203","10.0.19.14","TLSv1.2","217","Application Data"
"6253","3896.218031","23.227.198.203","10.0.19.14","TCP","1415","757  >  62276 [ACK] Seq=1890 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6254","3896.218031","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [ACK] Seq=2387 Ack=1890 Win=261632 Len=0"
"6255","3896.218031","23.227.198.203","10.0.19.14","TLSv1.2","520","Application Data, Encrypted Alert"
"6256","3896.218115","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6257","3896.218192","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [FIN, ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6258","3896.218237","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [RST, ACK] Seq=2388 Ack=3718 Win=0 Len=0"
"6259","3896.336924","23.227.198.203","10.0.19.14","TCP","60","757  >  62276 [ACK] Seq=3718 Ack=2388 Win=64128 Len=0"
"6260","3896.337040","10.0.19.14","23.227.198.203","TCP","60","62276  >  757 [RST] Seq=2388 Win=0 Len=0"
"6261","3925.327446","10.0.19.14","157.245.142.66","TLSv1.2","98","Application Data"
"6262","3925.470968","157.245.142.66","10.0.19.14","TCP","60","443  >  62236 [ACK] Seq=2395 Ack=1409 Win=64128 Len=0"
"6263","3925.599658","157.245.142.66","10.0.19.14","TLSv1.2","86","Application Data"
"6264","3925.639720","10.0.19.14","157.245.142.66","TCP","60","62236  >  443 [ACK] Seq=1409 Ack=2427 Win=131072 Len=0"
"6265","3946.495542","10.0.19.14","23.227.198.203","TCP","66","62277  >  757 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6266","3946.609090","23.227.198.203","10.0.19.14","TCP","66","757  >  62277 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1361 SACK_PERM=1 WS=128"
"6267","3946.609214","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6268","3946.609886","10.0.19.14","23.227.198.203","TCP","1415","62277  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=1361 [TCP segment of a reassembled PDU]"
"6269","3946.609886","10.0.19.14","23.227.198.203","TLSv1.2","461","Client Hello"
"6270","3946.730580","23.227.198.203","10.0.19.14","TCP","60","757  >  62277 [ACK] Seq=1 Ack=1362 Win=64128 Len=0"
"6271","3946.731043","23.227.198.203","10.0.19.14","TCP","60","757  >  62277 [ACK] Seq=1 Ack=1769 Win=63744 Len=0"
"6272","3946.737703","23.227.198.203","10.0.19.14","TLSv1.2","148","Server Hello"
"6273","3946.737791","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=1769 Ack=95 Win=261888 Len=0"
"6274","3946.745034","23.227.198.203","10.0.19.14","TCP","1415","757  >  62277 [ACK] Seq=95 Ack=1769 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6275","3946.745113","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=1769 Ack=1456 Win=262144 Len=0"
"6276","3946.859981","23.227.198.203","10.0.19.14","TLSv1.2","325","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6277","3946.860068","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=1769 Ack=1727 Win=261632 Len=0"
"6278","3946.860635","10.0.19.14","23.227.198.203","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6279","3946.862219","10.0.19.14","23.227.198.203","TLSv1.2","621","Application Data"
"6280","3946.982232","23.227.198.203","10.0.19.14","TCP","60","757  >  62277 [ACK] Seq=1727 Ack=1820 Win=64128 Len=0"
"6281","3946.982309","23.227.198.203","10.0.19.14","TCP","60","757  >  62277 [ACK] Seq=1727 Ack=2387 Win=64128 Len=0"
"6282","3946.983222","23.227.198.203","10.0.19.14","TLSv1.2","217","Application Data"
"6283","3946.983309","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=2387 Ack=1890 Win=261632 Len=0"
"6284","3946.985445","23.227.198.203","10.0.19.14","TCP","1415","757  >  62277 [ACK] Seq=1890 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6285","3946.985445","23.227.198.203","10.0.19.14","TLSv1.2","520","Application Data, Encrypted Alert"
"6286","3946.985533","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6287","3946.985704","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [FIN, ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6288","3946.985704","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [RST, ACK] Seq=2388 Ack=3718 Win=0 Len=0"
"6289","3947.105485","23.227.198.203","10.0.19.14","TCP","60","757  >  62277 [ACK] Seq=3718 Ack=2388 Win=64128 Len=0"
"6290","3947.105550","10.0.19.14","23.227.198.203","TCP","60","62277  >  757 [RST] Seq=2388 Win=0 Len=0"
"6291","3958.361996","10.0.19.9","10.0.19.14","TCP","60","[TCP Keep-Alive] 445  >  62231 [ACK] Seq=1460 Ack=4494 Win=1049856 Len=1"
"6292","3958.362084","10.0.19.14","10.0.19.9","TCP","66","[TCP Keep-Alive ACK] 62231  >  445 [ACK] Seq=4494 Ack=1461 Win=1051136 Len=0 SLE=1460 SRE=1461"
"6293","3963.130949","PERIPHER_b7:33:0f","Dell_f8:48:19","ARP","60","Who has 10.0.19.9? Tell 10.0.19.14"
"6294","3963.131012","Dell_f8:48:19","PERIPHER_b7:33:0f","ARP","60","10.0.19.9 is at 00:c0:4f:f8:48:19"
"6295","3984.212544","10.0.19.14","10.0.19.9","DNS","75","Standard query 0xd3b2 A antnosience.com"
"6296","3984.283582","10.0.19.9","10.0.19.14","DNS","91","Standard query response 0xd3b2 A antnosience.com A 157.245.142.66"
"6297","3984.284489","10.0.19.14","157.245.142.66","TCP","66","62278  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6298","3984.422601","157.245.142.66","10.0.19.14","TCP","66","443  >  62278 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1361 SACK_PERM=1 WS=128"
"6299","3984.422761","10.0.19.14","157.245.142.66","TCP","60","62278  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"6300","3984.423571","10.0.19.14","157.245.142.66","TLSv1.2","236","Client Hello"
"6301","3984.561154","157.245.142.66","10.0.19.14","TCP","60","443  >  62278 [ACK] Seq=1 Ack=183 Win=64128 Len=0"
"6302","3984.561470","157.245.142.66","10.0.19.14","TLSv1.2","1356","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6303","3984.564344","10.0.19.14","157.245.142.66","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6304","3984.699379","157.245.142.66","10.0.19.14","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6305","3984.701052","10.0.19.14","157.245.142.66","TLSv1.2","277","Application Data"
"6306","3984.877631","157.245.142.66","10.0.19.14","TCP","60","443  >  62278 [ACK] Seq=1545 Ack=499 Win=64128 Len=0"
"6307","3985.522863","157.245.142.66","10.0.19.14","TLSv1.2","225","Application Data"
"6308","3985.563707","10.0.19.14","157.245.142.66","TCP","60","62278  >  443 [ACK] Seq=499 Ack=1716 Win=131840 Len=0"
"6309","3985.594979","10.0.19.14","157.245.142.66","TLSv1.2","98","Application Data"
"6310","3985.727683","157.245.142.66","10.0.19.14","TCP","60","443  >  62236 [ACK] Seq=2427 Ack=1453 Win=64128 Len=0"
"6311","3985.857278","157.245.142.66","10.0.19.14","TLSv1.2","86","Application Data"
"6312","3985.907308","10.0.19.14","157.245.142.66","TCP","60","62236  >  443 [ACK] Seq=1453 Ack=2459 Win=131072 Len=0"
"6313","3986.250969","157.245.142.66","10.0.19.14","TLSv1.2","86","[TCP Spurious Retransmission] , Application Data"
"6314","3986.251044","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 6312#1] 62236  >  443 [ACK] Seq=1453 Ack=2459 Win=131072 Len=0 SLE=2427 SRE=2459"
"6315","3989.186300","Dell_f8:48:19","PERIPHER_b7:33:0f","ARP","60","Who has 10.0.19.14? Tell 10.0.19.9"
"6316","3989.186340","PERIPHER_b7:33:0f","Dell_f8:48:19","ARP","60","10.0.19.14 is at 00:60:52:b7:33:0f"
"6317","3992.119109","10.0.19.14","10.0.19.255","BROWSER","243","Host Announcement DESKTOP-5QS3D5D, Workstation, Server, NT Workstation, Potential Browser"
"6318","4001.631684","10.0.19.14","23.227.198.203","TCP","66","62279  >  757 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6319","4001.747850","23.227.198.203","10.0.19.14","TCP","66","757  >  62279 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1361 SACK_PERM=1 WS=128"
"6320","4001.748066","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6321","4001.748744","10.0.19.14","23.227.198.203","TCP","1415","62279  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=1361 [TCP segment of a reassembled PDU]"
"6322","4001.748744","10.0.19.14","23.227.198.203","TLSv1.2","461","Client Hello"
"6323","4001.889295","23.227.198.203","10.0.19.14","TCP","60","757  >  62279 [ACK] Seq=1 Ack=1769 Win=63488 Len=0"
"6324","4001.890618","23.227.198.203","10.0.19.14","TLSv1.2","148","Server Hello"
"6325","4001.890708","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=1769 Ack=95 Win=261888 Len=0"
"6326","4001.894724","23.227.198.203","10.0.19.14","TCP","1415","757  >  62279 [ACK] Seq=95 Ack=1769 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6327","4001.894795","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=1769 Ack=1456 Win=262144 Len=0"
"6328","4002.016537","23.227.198.203","10.0.19.14","TLSv1.2","325","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6329","4002.016624","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=1769 Ack=1727 Win=261632 Len=0"
"6330","4002.017199","10.0.19.14","23.227.198.203","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6331","4002.018830","10.0.19.14","23.227.198.203","TLSv1.2","621","Application Data"
"6332","4002.136966","23.227.198.203","10.0.19.14","TCP","60","757  >  62279 [ACK] Seq=1727 Ack=1820 Win=64128 Len=0"
"6333","4002.145804","23.227.198.203","10.0.19.14","TCP","60","757  >  62279 [ACK] Seq=1727 Ack=2387 Win=64128 Len=0"
"6334","4002.147315","23.227.198.203","10.0.19.14","TLSv1.2","217","Application Data"
"6335","4002.147450","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=2387 Ack=1890 Win=261632 Len=0"
"6336","4002.153032","23.227.198.203","10.0.19.14","TCP","1415","757  >  62279 [ACK] Seq=1890 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6337","4002.153032","23.227.198.203","10.0.19.14","TLSv1.2","520","Application Data, Encrypted Alert"
"6338","4002.153120","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6339","4002.153297","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [FIN, ACK] Seq=2387 Ack=3718 Win=262144 Len=0"
"6340","4002.153297","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [RST, ACK] Seq=2388 Ack=3718 Win=0 Len=0"
"6341","4002.281882","23.227.198.203","10.0.19.14","TCP","60","757  >  62279 [ACK] Seq=3718 Ack=2388 Win=64128 Len=0"
"6342","4002.281999","10.0.19.14","23.227.198.203","TCP","60","62279  >  757 [RST] Seq=2388 Win=0 Len=0"
"6343","4045.519626","10.0.19.14","157.245.142.66","TCP","60","62278  >  443 [FIN, ACK] Seq=499 Ack=1716 Win=131840 Len=0"
"6344","4045.650834","157.245.142.66","10.0.19.14","TCP","60","443  >  62278 [FIN, ACK] Seq=1716 Ack=500 Win=64128 Len=0"
"6345","4045.650972","10.0.19.14","157.245.142.66","TCP","60","62278  >  443 [ACK] Seq=500 Ack=1717 Win=131840 Len=0"
"6346","4045.847630","10.0.19.14","157.245.142.66","TLSv1.2","98","Application Data"
"6347","4045.980366","157.245.142.66","10.0.19.14","TCP","60","443  >  62236 [ACK] Seq=2459 Ack=1497 Win=64128 Len=0"
"6348","4046.111838","157.245.142.66","10.0.19.14","TLSv1.2","86","Application Data"
"6349","4046.159955","10.0.19.14","157.245.142.66","TCP","60","62236  >  443 [ACK] Seq=1497 Ack=2491 Win=130816 Len=0"
"6350","4050.123670","PERIPHER_b7:33:0f","Cisco_2f:13:5c","ARP","60","Who has 10.0.19.1? Tell 10.0.19.14"
"6351","4050.123739","Cisco_2f:13:5c","PERIPHER_b7:33:0f","ARP","60","10.0.19.1 is at 2c:54:2d:2f:13:5c"
"6352","4056.518539","10.0.19.14","23.227.198.203","TCP","66","62280  >  757 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6353","4056.646491","23.227.198.203","10.0.19.14","TCP","66","757  >  62280 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1361 SACK_PERM=1 WS=128"
"6354","4056.646614","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6355","4056.647321","10.0.19.14","23.227.198.203","TCP","1415","62280  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=1361 [TCP segment of a reassembled PDU]"
"6356","4056.647321","10.0.19.14","23.227.198.203","TLSv1.2","461","Client Hello"
"6357","4056.768667","23.227.198.203","10.0.19.14","TCP","60","757  >  62280 [ACK] Seq=1 Ack=1362 Win=64128 Len=0"
"6358","4056.769768","23.227.198.203","10.0.19.14","TCP","60","757  >  62280 [ACK] Seq=1 Ack=1769 Win=63744 Len=0"
"6359","4056.769812","23.227.198.203","10.0.19.14","TLSv1.2","148","Server Hello"
"6360","4056.769953","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=1769 Ack=95 Win=261888 Len=0"
"6361","4056.771084","23.227.198.203","10.0.19.14","TCP","1415","757  >  62280 [ACK] Seq=95 Ack=1769 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6362","4056.771205","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=1769 Ack=1456 Win=262144 Len=0"
"6363","4056.891991","23.227.198.203","10.0.19.14","TLSv1.2","325","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6364","4056.892075","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=1769 Ack=1727 Win=261632 Len=0"
"6365","4056.892669","10.0.19.14","23.227.198.203","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6366","4056.894276","10.0.19.14","23.227.198.203","TLSv1.2","621","Application Data"
"6367","4057.016350","23.227.198.203","10.0.19.14","TCP","60","757  >  62280 [ACK] Seq=1727 Ack=1820 Win=64128 Len=0"
"6368","4057.016436","23.227.198.203","10.0.19.14","TCP","60","757  >  62280 [ACK] Seq=1727 Ack=2387 Win=64128 Len=0"
"6369","4057.017192","23.227.198.203","10.0.19.14","TLSv1.2","217","Application Data"
"6370","4057.017329","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=2387 Ack=1890 Win=261632 Len=0"
"6371","4057.018758","23.227.198.203","10.0.19.14","TCP","1415","757  >  62280 [ACK] Seq=1890 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6372","4057.018758","23.227.198.203","10.0.19.14","TLSv1.2","648","Application Data, Encrypted Alert"
"6373","4057.018830","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=2387 Ack=3251 Win=262144 Len=0"
"6374","4057.018933","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [ACK] Seq=2387 Ack=3846 Win=261376 Len=0"
"6375","4057.019042","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [FIN, ACK] Seq=2387 Ack=3846 Win=261376 Len=0"
"6376","4057.019042","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [RST, ACK] Seq=2388 Ack=3846 Win=0 Len=0"
"6377","4057.142822","23.227.198.203","10.0.19.14","TCP","60","757  >  62280 [ACK] Seq=3846 Ack=2388 Win=64128 Len=0"
"6378","4057.142893","10.0.19.14","23.227.198.203","TCP","60","62280  >  757 [RST] Seq=2388 Win=0 Len=0"
"6379","4060.026606","10.0.19.14","23.227.198.203","TCP","66","62281  >  757 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6380","4060.137399","23.227.198.203","10.0.19.14","TCP","66","757  >  62281 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1361 SACK_PERM=1 WS=128"
"6381","4060.137516","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6382","4060.138182","10.0.19.14","23.227.198.203","TCP","1415","62281  >  757 [ACK] Seq=1 Ack=1 Win=262144 Len=1361 [TCP segment of a reassembled PDU]"
"6383","4060.138182","10.0.19.14","23.227.198.203","TLSv1.2","461","Client Hello"
"6384","4060.251790","23.227.198.203","10.0.19.14","TCP","60","757  >  62281 [ACK] Seq=1 Ack=1769 Win=63488 Len=0"
"6385","4060.253106","23.227.198.203","10.0.19.14","TLSv1.2","148","Server Hello"
"6386","4060.253190","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=1769 Ack=95 Win=261888 Len=0"
"6387","4060.254255","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=95 Ack=1769 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6388","4060.254331","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=1769 Ack=1456 Win=262144 Len=0"
"6389","4060.371043","23.227.198.203","10.0.19.14","TLSv1.2","325","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"6390","4060.371128","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=1769 Ack=1727 Win=261632 Len=0"
"6391","4060.371713","10.0.19.14","23.227.198.203","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"6392","4060.373272","10.0.19.14","23.227.198.203","TLSv1.2","621","Application Data"
"6393","4060.496888","23.227.198.203","10.0.19.14","TCP","60","757  >  62281 [ACK] Seq=1727 Ack=1820 Win=64128 Len=0"
"6394","4060.501767","23.227.198.203","10.0.19.14","TCP","60","757  >  62281 [ACK] Seq=1727 Ack=2387 Win=64128 Len=0"
"6395","4060.509118","23.227.198.203","10.0.19.14","TLSv1.2","219","Application Data"
"6396","4060.509207","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=1892 Win=261632 Len=0"
"6397","4060.509620","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=1892 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6398","4060.509699","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=3253 Win=262144 Len=0"
"6399","4060.510064","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=3253 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6400","4060.510203","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=4614 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6401","4060.510203","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=4614 Win=262144 Len=0"
"6402","4060.510426","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=5975 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6403","4060.510426","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=5975 Win=262144 Len=0"
"6404","4060.510512","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=7336 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6405","4060.510512","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=7336 Win=262144 Len=0"
"6406","4060.510712","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=8697 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6407","4060.510712","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=8697 Win=262144 Len=0"
"6408","4060.510829","23.227.198.203","10.0.19.14","TLSv1.2","1415","Application Data [TCP segment of a reassembled PDU]"
"6409","4060.510829","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=10058 Win=262144 Len=0"
"6410","4060.511025","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=11419 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6411","4060.511025","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=11419 Win=262144 Len=0"
"6412","4060.511121","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=12780 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6413","4060.511121","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=12780 Win=262144 Len=0"
"6414","4060.511207","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=14141 Win=262144 Len=0"
"6415","4060.627673","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=14141 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6416","4060.627755","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=15502 Win=262144 Len=0"
"6417","4060.635261","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=15502 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6418","4060.635383","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=16863 Win=262144 Len=0"
"6419","4060.641066","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=16863 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6420","4060.641189","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=18224 Win=262144 Len=0"
"6421","4060.641333","23.227.198.203","10.0.19.14","TLSv1.2","1415","Application Data [TCP segment of a reassembled PDU]"
"6422","4060.641456","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=19585 Win=262144 Len=0"
"6423","4060.641620","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=19585 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6424","4060.641765","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=20946 Win=262144 Len=0"
"6425","4060.641932","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=20946 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6426","4060.642103","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=22307 Win=262144 Len=0"
"6427","4060.657482","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=22307 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6428","4060.657576","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=23668 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6429","4060.657576","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=23668 Win=262144 Len=0"
"6430","4060.657745","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=25029 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6431","4060.657745","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=25029 Win=262144 Len=0"
"6432","4060.657895","23.227.198.203","10.0.19.14","TLSv1.2","1415","Application Data [TCP segment of a reassembled PDU]"
"6433","4060.657895","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=26390 Win=262144 Len=0"
"6434","4060.658091","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=27751 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6435","4060.658091","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=27751 Win=262144 Len=0"
"6436","4060.658225","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=29112 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6437","4060.658225","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=29112 Win=262144 Len=0"
"6438","4060.658369","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [ACK] Seq=30473 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6439","4060.658369","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=30473 Win=262144 Len=0"
"6440","4060.658512","23.227.198.203","10.0.19.14","TCP","1415","757  >  62281 [PSH, ACK] Seq=31834 Ack=2387 Win=64128 Len=1361 [TCP segment of a reassembled PDU]"
"6441","4060.658512","10.0.19.14","23.227.198.203","TCP","60","62281  >  757 [ACK] Seq=2387 Ack=31834 Win=262144 Len=0"
